UBLIVE-台灣頻道,#genre#
lofi hip hop,http://45.11.92.170/play/smart/xziptv.php?id=1594
Channel V,http://45.11.92.170/play/smart/xziptv.php?id=151
Relaxing Jazz Piano,http://45.11.92.170/play/smart/xziptv.php?id=1351
Beautiful Piano Music,http://45.11.92.170/play/smart/xziptv.php?id=1361
One World Radio,http://45.11.92.170/play/smart/xziptv.php?id=1153
Mezzo Live,http://45.11.92.170/play/smart/xziptv.php?id=60
Hit Fm,http://45.11.92.170/play/smart/xziptv.php?id=1021
4K Nature,http://45.11.92.170/play/smart/xziptv.php?id=1015
Coffee Jazz,http://45.11.92.170/play/smart/xziptv.php?id=1019
Space Ambient,http://45.11.92.170/play/smart/xziptv.php?id=1005
Rolling Cam Venice,http://45.11.92.170/play/smart/xziptv.php?id=1007
大愛一臺,http://45.11.92.170/play/smart/xziptv.php?id=11
大愛二臺,http://45.11.92.170/play/smart/xziptv.php?id=197
M2O,http://45.11.92.170/play/smart/xziptv.php?id=94
唯心電視,http://45.11.92.170/play/smart/xziptv.php?id=1150
人間衛視,http://45.11.92.170/play/smart/xziptv.php?id=101
Good Life Radio,http://45.11.92.170/play/smart/xziptv.php?id=1152
大愛海外,http://45.11.92.170/play/smart/xziptv.php?id=184
Medici Arts,http://45.11.92.170/play/smart/xziptv.php?id=188
Rainy Jazz,http://45.11.92.170/play/smart/xziptv.php?id=1089
Tropical House,http://45.11.92.170/play/smart/xziptv.php?id=1090
Relaxing Music,http://45.11.92.170/play/smart/xziptv.php?id=1087
Calm Piano Music,http://45.11.92.170/play/smart/xziptv.php?id=1088
Trace Urban,http://45.11.92.170/play/smart/xziptv.php?id=1003
佛衛慈悲台,http://45.11.92.170/play/smart/xziptv.php?id=1306
生命電視,http://45.11.92.170/play/smart/xziptv.php?id=1124
華藏電視,http://45.11.92.170/play/smart/xziptv.php?id=1053
海豚綜合,http://45.11.92.170/play/smart/xziptv.php?id=1505
UBLIVE-大陸頻道,#genre#
CCTV1,http://45.11.92.170/play/smart/xziptv.php?id=200
CCTV2,http://45.11.92.170/play/smart/xziptv.php?id=201
CCTV3,http://45.11.92.170/play/smart/xziptv.php?id=202
CCTV4,http://45.11.92.170/play/smart/xziptv.php?id=203
CCTV5,http://45.11.92.170/play/smart/xziptv.php?id=204
CCTV5plus,http://45.11.92.170/play/smart/xziptv.php?id=205
CCTV6,http://45.11.92.170/play/smart/xziptv.php?id=206
CCTV7,http://45.11.92.170/play/smart/xziptv.php?id=207
CCTV8,http://45.11.92.170/play/smart/xziptv.php?id=208
CCTV9,http://45.11.92.170/play/smart/xziptv.php?id=209
CCTV10,http://45.11.92.170/play/smart/xziptv.php?id=210
CCTV11,http://45.11.92.170/play/smart/xziptv.php?id=211
CCTV12,http://45.11.92.170/play/smart/xziptv.php?id=212
CCTV13,http://45.11.92.170/play/smart/xziptv.php?id=213
CCTV14,http://45.11.92.170/play/smart/xziptv.php?id=214
CCTV15,http://45.11.92.170/play/smart/xziptv.php?id=215
福州电视,http://45.11.92.170/play/smart/xziptv.php?id=216
浙江卫视,http://45.11.92.170/play/smart/xziptv.php?id=217
江苏卫视,http://45.11.92.170/play/smart/xziptv.php?id=218
南方卫视,http://45.11.92.170/play/smart/xziptv.php?id=219
北京卫视,http://45.11.92.170/play/smart/xziptv.php?id=220
CCTVNEWS,http://45.11.92.170/play/smart/xziptv.php?id=221
CCTV娱乐,http://45.11.92.170/play/smart/xziptv.php?id=222
海峡卫视,http://45.11.92.170/play/smart/xziptv.php?id=223
东方卫视,http://45.11.92.170/play/smart/xziptv.php?id=224
湖南卫视,http://45.11.92.170/play/smart/xziptv.php?id=226
东南卫视,http://45.11.92.170/play/smart/xziptv.php?id=228
辽宁卫视,http://45.11.92.170/play/smart/xziptv.php?id=229
深圳卫视,http://45.11.92.170/play/smart/xziptv.php?id=230
广东卫视,http://45.11.92.170/play/smart/xziptv.php?id=231
安徽卫视,http://45.11.92.170/play/smart/xziptv.php?id=232
四川卫视,http://45.11.92.170/play/smart/xziptv.php?id=233
山东卫视,http://45.11.92.170/play/smart/xziptv.php?id=234
廣東影視,http://45.11.92.170/play/smart/xziptv.php?id=1499
廣東少兒,http://45.11.92.170/play/smart/xziptv.php?id=1500
嘉佳卡通,http://45.11.92.170/play/smart/xziptv.php?id=1501
嶺南戲曲,http://45.11.92.170/play/smart/xziptv.php?id=1502
高爾夫,http://45.11.92.170/play/smart/xziptv.php?id=1503
福州电视台,http://45.11.92.170/play/smart/xziptv.php?id=2297
福建电视台,http://45.11.92.170/play/smart/xziptv.php?id=2296
青田电视台,http://45.11.92.170/play/smart/xziptv.php?id=2295
温州电视台,http://45.11.92.170/play/smart/xziptv.php?id=2294
UBLIVE-にっぽん,#genre#
フジone,http://45.11.92.170/play/smart/xziptv.php?id=2300
フジ two,http://45.11.92.170/play/smart/xziptv.php?id=2301
G+,http://45.11.92.170/play/smart/xziptv.php?id=2298
テレ朝チャンネル1,http://45.11.92.170/play/smart/xziptv.php?id=2271
エンタメーテレ,http://45.11.92.170/play/smart/xziptv.php?id=2272
NHK総合,http://45.11.92.170/play/smart/xziptv.php?id=2153
NHK教育,http://45.11.92.170/play/smart/xziptv.php?id=2198
日本テレビ,http://45.11.92.170/play/smart/xziptv.php?id=2199
テレビasahi,http://45.11.92.170/play/smart/xziptv.php?id=2200
TBS,http://45.11.92.170/play/smart/xziptv.php?id=2201
テレビ東京,http://45.11.92.170/play/smart/xziptv.php?id=2202
フジテレビ,http://45.11.92.170/play/smart/xziptv.php?id=2203
TOKYO MX 1,http://45.11.92.170/play/smart/xziptv.php?id=2204
TOKYO MX 2,http://45.11.92.170/play/smart/xziptv.php?id=2205
SUN,http://45.11.92.170/play/smart/xziptv.php?id=2206
毎日放送,http://45.11.92.170/play/smart/xziptv.php?id=2207
ABC,http://45.11.92.170/play/smart/xziptv.php?id=2208
テレビ大阪 TVO,http://45.11.92.170/play/smart/xziptv.php?id=2209
Kansai TV,http://45.11.92.170/play/smart/xziptv.php?id=2210
YTV,http://45.11.92.170/play/smart/xziptv.php?id=2211
WOW1,http://45.11.92.170/play/smart/xziptv.php?id=2212
WOW2,http://45.11.92.170/play/smart/xziptv.php?id=2213
WOW3,http://45.11.92.170/play/smart/xziptv.php?id=2214
STAR1,http://45.11.92.170/play/smart/xziptv.php?id=2215
STAR2,http://45.11.92.170/play/smart/xziptv.php?id=2216
STAR3,http://45.11.92.170/play/smart/xziptv.php?id=2217
BSスカパー,http://45.11.92.170/play/smart/xziptv.php?id=2218
BS日本映画専門Ch,http://45.11.92.170/play/smart/xziptv.php?id=2219
WOWOWプラス,http://45.11.92.170/play/smart/xziptv.php?id=2220
Disney,http://45.11.92.170/play/smart/xziptv.php?id=2221
MTV,http://45.11.92.170/play/smart/xziptv.php?id=2222
MUSIC ON! TV,http://45.11.92.170/play/smart/xziptv.php?id=2223
チャンネルNECO,http://45.11.92.170/play/smart/xziptv.php?id=2224
NHK World,http://45.11.92.170/play/smart/xziptv.php?id=117
NHK-G,http://45.11.92.170/play/smart/xziptv.php?id=121
NHKE,http://45.11.92.170/play/smart/xziptv.php?id=120
BS-TBS,http://45.11.92.170/play/smart/xziptv.php?id=242
BSプレミアム,http://45.11.92.170/play/smart/xziptv.php?id=239
BS日テレ,http://45.11.92.170/play/smart/xziptv.php?id=240
BS朝日,http://45.11.92.170/play/smart/xziptv.php?id=241
BSテレビ東京,http://45.11.92.170/play/smart/xziptv.php?id=243
BS-FUJI,http://45.11.92.170/play/smart/xziptv.php?id=244
BS1,http://45.11.92.170/play/smart/xziptv.php?id=128
関西テレビ,http://45.11.92.170/play/smart/xziptv.php?id=235
サンテレビ,http://45.11.92.170/play/smart/xziptv.php?id=238
読売テレビ,http://45.11.92.170/play/smart/xziptv.php?id=198
旅チャンネル,http://45.11.92.170/play/smart/xziptv.php?id=292
ABC朝日,http://45.11.92.170/play/smart/xziptv.php?id=237
時代劇の専門家,http://45.11.92.170/play/smart/xziptv.php?id=287
TV Tokyo,http://45.11.92.170/play/smart/xziptv.php?id=123
jsport1,http://45.11.92.170/play/smart/xziptv.php?id=129
jsport2,http://45.11.92.170/play/smart/xziptv.php?id=130
jsport3,http://45.11.92.170/play/smart/xziptv.php?id=131
jsport4,http://45.11.92.170/play/smart/xziptv.php?id=132
FU JI,http://45.11.92.170/play/smart/xziptv.php?id=122
TV asahi,http://45.11.92.170/play/smart/xziptv.php?id=125
大阪TV,http://45.11.92.170/play/smart/xziptv.php?id=126
wowo1,http://45.11.92.170/play/smart/xziptv.php?id=133
wowo2,http://45.11.92.170/play/smart/xziptv.php?id=134
wowo3,http://45.11.92.170/play/smart/xziptv.php?id=135
STAR1,http://45.11.92.170/play/smart/xziptv.php?id=136
STAR2,http://45.11.92.170/play/smart/xziptv.php?id=137
STAR3,http://45.11.92.170/play/smart/xziptv.php?id=138
ABC朝日,http://45.11.92.170/play/smart/xziptv.php?id=127
NTV,http://45.11.92.170/play/smart/xziptv.php?id=119
NTV News24,http://45.11.92.170/play/smart/xziptv.php?id=42
毎日放送,http://45.11.92.170/play/smart/xziptv.php?id=199
Golf Network,http://45.11.92.170/play/smart/xziptv.php?id=249
HTB北海道,http://45.11.92.170/play/smart/xziptv.php?id=39
GaoRa,http://45.11.92.170/play/smart/xziptv.php?id=296
JapaNews24,http://45.11.92.170/play/smart/xziptv.php?id=1043
TBS,http://45.11.92.170/play/smart/xziptv.php?id=124
animax,http://45.11.92.170/play/smart/xziptv.php?id=139
Green,http://45.11.92.170/play/smart/xziptv.php?id=140
KIDS,http://45.11.92.170/play/smart/xziptv.php?id=289
衛星劇場,http://45.11.92.170/play/smart/xziptv.php?id=298
KBC NEWS24,http://45.11.92.170/play/smart/xziptv.php?id=297
CN,http://45.11.92.170/play/smart/xziptv.php?id=1296
SKY A,http://45.11.92.170/play/smart/xziptv.php?id=247
Discovery,http://45.11.92.170/play/smart/xziptv.php?id=290
MUSIC JAPAN,http://45.11.92.170/play/smart/xziptv.php?id=288
UBLIVE-한국,#genre#
TVN,http://45.11.92.170/play/smart/xziptv.php?id=295
연합뉴스TV,http://45.11.92.170/play/smart/xziptv.php?id=1039
KBS WORLD 24,http://45.11.92.170/play/smart/xziptv.php?id=1040
YTN,http://45.11.92.170/play/smart/xziptv.php?id=1061
KBS1,http://45.11.92.170/play/smart/xziptv.php?id=174
KBS2,http://45.11.92.170/play/smart/xziptv.php?id=250
MBC,http://45.11.92.170/play/smart/xziptv.php?id=251
SBS,http://45.11.92.170/play/smart/xziptv.php?id=252
SBS FUNE,http://45.11.92.170/play/smart/xziptv.php?id=254
SBS CNBC,http://45.11.92.170/play/smart/xziptv.php?id=255
MBN,http://45.11.92.170/play/smart/xziptv.php?id=257
KBS24,http://45.11.92.170/play/smart/xziptv.php?id=260
KBSW,http://45.11.92.170/play/smart/xziptv.php?id=1100
Channel A,http://45.11.92.170/play/smart/xziptv.php?id=258
SBS PLus,http://45.11.92.170/play/smart/xziptv.php?id=262
KBSNLife,http://45.11.92.170/play/smart/xziptv.php?id=263
KBSN Plus,http://45.11.92.170/play/smart/xziptv.php?id=264
KBSKids,http://45.11.92.170/play/smart/xziptv.php?id=1582
MBC스포츠,http://45.11.92.170/play/smart/xziptv.php?id=265
JTBC골프,http://45.11.92.170/play/smart/xziptv.php?id=268
JTBC,http://45.11.92.170/play/smart/xziptv.php?id=253
KBS joy,http://45.11.92.170/play/smart/xziptv.php?id=1154
OCN,http://45.11.92.170/play/smart/xziptv.php?id=488
iNet,http://45.11.92.170/play/smart/xziptv.php?id=490
CTS,http://45.11.92.170/play/smart/xziptv.php?id=491
Spotv,http://45.11.92.170/play/smart/xziptv.php?id=266
Spotv2,http://45.11.92.170/play/smart/xziptv.php?id=267
THE K-POP,http://45.11.92.170/play/smart/xziptv.php?id=493
SBS골프,http://45.11.92.170/play/smart/xziptv.php?id=486
한국경제,http://45.11.92.170/play/smart/xziptv.php?id=1064
YTN,http://45.11.92.170/play/smart/xziptv.php?id=1065
YTN dmb,http://45.11.92.170/play/smart/xziptv.php?id=492
YTN 사이언스,http://45.11.92.170/play/smart/xziptv.php?id=1605
CNTV,http://45.11.92.170/play/smart/xziptv.php?id=256
OCNMOVIES,http://45.11.92.170/play/smart/xziptv.php?id=1020
TV CHOSUN,http://45.11.92.170/play/smart/xziptv.php?id=489
SBS Sports,http://45.11.92.170/play/smart/xziptv.php?id=487
Mnet,http://45.11.92.170/play/smart/xziptv.php?id=1136
MBCevery1,http://45.11.92.170/play/smart/xziptv.php?id=476
Tconvers,http://45.11.92.170/play/smart/xziptv.php?id=1134
KBS Drama,http://45.11.92.170/play/smart/xziptv.php?id=1062
채널A,http://45.11.92.170/play/smart/xziptv.php?id=1092
EBS 2,http://45.11.92.170/play/smart/xziptv.php?id=1093
EBS Kids,http://45.11.92.170/play/smart/xziptv.php?id=1094
EBS English,http://45.11.92.170/play/smart/xziptv.php?id=1095
EBSPlus 1,http://45.11.92.170/play/smart/xziptv.php?id=1096
EBSPlus 2,http://45.11.92.170/play/smart/xziptv.php?id=1097
EBS1,http://45.11.92.170/play/smart/xziptv.php?id=1098
SBS Star,http://45.11.92.170/play/smart/xziptv.php?id=1101
KBC,http://45.11.92.170/play/smart/xziptv.php?id=1307
MTN,http://45.11.92.170/play/smart/xziptv.php?id=1504
UBLIVE-美國頻道,#genre#
CNN頭條新聞,http://45.11.92.170/play/smart/xziptv.php?id=43
CNN國際新聞,http://45.11.92.170/play/smart/xziptv.php?id=420
FOXHD,http://45.11.92.170/play/smart/xziptv.php?id=1506
CNN,http://45.11.92.170/play/smart/xziptv.php?id=1507
ABC News,http://45.11.92.170/play/smart/xziptv.php?id=1508
NBC,http://45.11.92.170/play/smart/xziptv.php?id=1509
Fox News,http://45.11.92.170/play/smart/xziptv.php?id=1510
Fox Business,http://45.11.92.170/play/smart/xziptv.php?id=1511
Hbo Family,http://45.11.92.170/play/smart/xziptv.php?id=1512
Hbo East,http://45.11.92.170/play/smart/xziptv.php?id=1513
Hbo One,http://45.11.92.170/play/smart/xziptv.php?id=1514
Travel ch,http://45.11.92.170/play/smart/xziptv.php?id=1515
Coking,http://45.11.92.170/play/smart/xziptv.php?id=1516
Bloomberg,http://45.11.92.170/play/smart/xziptv.php?id=1517
Cinemax,http://45.11.92.170/play/smart/xziptv.php?id=1518
Tennis chan,http://45.11.92.170/play/smart/xziptv.php?id=1519
Nat Geo,http://45.11.92.170/play/smart/xziptv.php?id=1520
Nat Geo Wild,http://45.11.92.170/play/smart/xziptv.php?id=1521
Babytv,http://45.11.92.170/play/smart/xziptv.php?id=1522
Mlb net,http://45.11.92.170/play/smart/xziptv.php?id=1523
TNT,http://45.11.92.170/play/smart/xziptv.php?id=1524
Bravo,http://45.11.92.170/play/smart/xziptv.php?id=1525
Food network,http://45.11.92.170/play/smart/xziptv.php?id=1526
Fight network,http://45.11.92.170/play/smart/xziptv.php?id=1527
Diy network,http://45.11.92.170/play/smart/xziptv.php?id=1528
Discovery,http://45.11.92.170/play/smart/xziptv.php?id=1529
History,http://45.11.92.170/play/smart/xziptv.php?id=1530
World Fishing,http://45.11.92.170/play/smart/xziptv.php?id=1531
VH1,http://45.11.92.170/play/smart/xziptv.php?id=1532
TLC,http://45.11.92.170/play/smart/xziptv.php?id=1533
NHL net,http://45.11.92.170/play/smart/xziptv.php?id=1534
Hallmark,http://45.11.92.170/play/smart/xziptv.php?id=1535
E,http://45.11.92.170/play/smart/xziptv.php?id=1536
Syfy,http://45.11.92.170/play/smart/xziptv.php?id=1537
HGTV,http://45.11.92.170/play/smart/xziptv.php?id=1538
NBC Golf,http://45.11.92.170/play/smart/xziptv.php?id=1539
law and crime,http://45.11.92.170/play/smart/xziptv.php?id=1540
Msnbc,http://45.11.92.170/play/smart/xziptv.php?id=1541
Goltv,http://45.11.92.170/play/smart/xziptv.php?id=1542
TVG,http://45.11.92.170/play/smart/xziptv.php?id=1543
Willow Cricket,http://45.11.92.170/play/smart/xziptv.php?id=1544
TBS,http://45.11.92.170/play/smart/xziptv.php?id=1545
MTV,http://45.11.92.170/play/smart/xziptv.php?id=1546
PBS,http://45.11.92.170/play/smart/xziptv.php?id=1547
WE TV,http://45.11.92.170/play/smart/xziptv.php?id=1550
FX,http://45.11.92.170/play/smart/xziptv.php?id=1551
Lifetime,http://45.11.92.170/play/smart/xziptv.php?id=1553
Bet,http://45.11.92.170/play/smart/xziptv.php?id=1554
CNBC,http://45.11.92.170/play/smart/xziptv.php?id=1555
CW,http://45.11.92.170/play/smart/xziptv.php?id=1557
Animal,http://45.11.92.170/play/smart/xziptv.php?id=1558
AE,http://45.11.92.170/play/smart/xziptv.php?id=1559
Freeform,http://45.11.92.170/play/smart/xziptv.php?id=1560
Game Show Network,http://45.11.92.170/play/smart/xziptv.php?id=1562
Investigation Discovery,http://45.11.92.170/play/smart/xziptv.php?id=1564
Lifetime Movie Network,http://45.11.92.170/play/smart/xziptv.php?id=1565
Showtime,http://45.11.92.170/play/smart/xziptv.php?id=1568
StarZ,http://45.11.92.170/play/smart/xziptv.php?id=1569
USA Network,http://45.11.92.170/play/smart/xziptv.php?id=1571
wwe-network,http://45.11.92.170/play/smart/xziptv.php?id=1572
Nickelodeon,http://45.11.92.170/play/smart/xziptv.php?id=1573
DisneyJr,http://45.11.92.170/play/smart/xziptv.php?id=1578
DisneyXD,http://45.11.92.170/play/smart/xziptv.php?id=1579
Disney,http://45.11.92.170/play/smart/xziptv.php?id=1581
NBC2,http://45.11.92.170/play/smart/xziptv.php?id=460
Newsmax,http://45.11.92.170/play/smart/xziptv.php?id=156
First TV,http://45.11.92.170/play/smart/xziptv.php?id=1143
People,http://45.11.92.170/play/smart/xziptv.php?id=143
Right Now,http://45.11.92.170/play/smart/xziptv.php?id=144
Bloomberg Television,http://45.11.92.170/play/smart/xziptv.php?id=1058
American Horrors,http://45.11.92.170/play/smart/xziptv.php?id=1054
30A TV,http://45.11.92.170/play/smart/xziptv.php?id=1052
Atlanta,http://45.11.92.170/play/smart/xziptv.php?id=1055
Panama City,http://45.11.92.170/play/smart/xziptv.php?id=1056
Pawleys Island,http://45.11.92.170/play/smart/xziptv.php?id=1057
NewsNet,http://45.11.92.170/play/smart/xziptv.php?id=1216
BT Sport ESPN,http://45.11.92.170/play/smart/xziptv.php?id=168
BT Sport 2,http://45.11.92.170/play/smart/xziptv.php?id=166
BT Sport 3,http://45.11.92.170/play/smart/xziptv.php?id=167
BT Sport 1,http://45.11.92.170/play/smart/xziptv.php?id=165
UBLIVE-美國測試,#genre#
IFC,http://45.11.92.170/play/smart/xziptv.php?id=1362
ESPN NEWS,http://45.11.92.170/play/smart/xziptv.php?id=1363
CBS Sport,http://45.11.92.170/play/smart/xziptv.php?id=1364
Fight Box,http://45.11.92.170/play/smart/xziptv.php?id=1365
Fight Network,http://45.11.92.170/play/smart/xziptv.php?id=1366
Sportsman,http://45.11.92.170/play/smart/xziptv.php?id=1367
Outdoor,http://45.11.92.170/play/smart/xziptv.php?id=1368
SEC Network,http://45.11.92.170/play/smart/xziptv.php?id=1369
PBS Kids,http://45.11.92.170/play/smart/xziptv.php?id=1370
WGN,http://45.11.92.170/play/smart/xziptv.php?id=1372
FX,http://45.11.92.170/play/smart/xziptv.php?id=1373
TruTV,http://45.11.92.170/play/smart/xziptv.php?id=1375
Fuse,http://45.11.92.170/play/smart/xziptv.php?id=1376
FX Movie,http://45.11.92.170/play/smart/xziptv.php?id=1380
Comet,http://45.11.92.170/play/smart/xziptv.php?id=1381
CNN USA,http://45.11.92.170/play/smart/xziptv.php?id=1102
FOX News,http://45.11.92.170/play/smart/xziptv.php?id=1103
NBC,http://45.11.92.170/play/smart/xziptv.php?id=1217
FOX,http://45.11.92.170/play/smart/xziptv.php?id=1218
CNBC,http://45.11.92.170/play/smart/xziptv.php?id=1106
5 Star Max,http://45.11.92.170/play/smart/xziptv.php?id=1174
Action Max,http://45.11.92.170/play/smart/xziptv.php?id=1175
MoreMax,http://45.11.92.170/play/smart/xziptv.php?id=1176
Hallmark Drama,http://45.11.92.170/play/smart/xziptv.php?id=1178
Hallmark Movie,http://45.11.92.170/play/smart/xziptv.php?id=1179
TCM,http://45.11.92.170/play/smart/xziptv.php?id=1180
Starz in Black,http://45.11.92.170/play/smart/xziptv.php?id=1181
ESPN 1,http://45.11.92.170/play/smart/xziptv.php?id=1182
ESPN 2,http://45.11.92.170/play/smart/xziptv.php?id=1183
NBC Sport,http://45.11.92.170/play/smart/xziptv.php?id=1184
NBA TV US,http://45.11.92.170/play/smart/xziptv.php?id=1185
Fox Sport 1,http://45.11.92.170/play/smart/xziptv.php?id=1186
Fox Sport 2,http://45.11.92.170/play/smart/xziptv.php?id=1187
NFL Network,http://45.11.92.170/play/smart/xziptv.php?id=1189
Golf,http://45.11.92.170/play/smart/xziptv.php?id=1190
WWE,http://45.11.92.170/play/smart/xziptv.php?id=1191
UFC PASS,http://45.11.92.170/play/smart/xziptv.php?id=1192
Bein Sports USA,http://45.11.92.170/play/smart/xziptv.php?id=1195
ESPN U,http://45.11.92.170/play/smart/xziptv.php?id=1196
Big Ten Network,http://45.11.92.170/play/smart/xziptv.php?id=1197
Discovery Channel,http://45.11.92.170/play/smart/xziptv.php?id=1198
National Geographic,http://45.11.92.170/play/smart/xziptv.php?id=1200
Animal Planet,http://45.11.92.170/play/smart/xziptv.php?id=1203
History,http://45.11.92.170/play/smart/xziptv.php?id=1204
SMITHSONIAN,http://45.11.92.170/play/smart/xziptv.php?id=1205
TLC,http://45.11.92.170/play/smart/xziptv.php?id=1206
Disney,http://45.11.92.170/play/smart/xziptv.php?id=1208
Disney XD,http://45.11.92.170/play/smart/xziptv.php?id=1209
Disney Junior,http://45.11.92.170/play/smart/xziptv.php?id=1210
Cartoon Network US,http://45.11.92.170/play/smart/xziptv.php?id=1211
Nick Junior,http://45.11.92.170/play/smart/xziptv.php?id=1213
Boomerang,http://45.11.92.170/play/smart/xziptv.php?id=1214
Universal Kids,http://45.11.92.170/play/smart/xziptv.php?id=1215
CBS,http://45.11.92.170/play/smart/xziptv.php?id=1219
CW,http://45.11.92.170/play/smart/xziptv.php?id=1220
E!,http://45.11.92.170/play/smart/xziptv.php?id=1222
LifeTime US,http://45.11.92.170/play/smart/xziptv.php?id=1226
Arts and Entertainment,http://45.11.92.170/play/smart/xziptv.php?id=1227
AMC,http://45.11.92.170/play/smart/xziptv.php?id=1228
WE TV,http://45.11.92.170/play/smart/xziptv.php?id=1229
USA Network,http://45.11.92.170/play/smart/xziptv.php?id=1230
BET,http://45.11.92.170/play/smart/xziptv.php?id=1231
Lifetime Movie Network,http://45.11.92.170/play/smart/xziptv.php?id=1232
VH-1,http://45.11.92.170/play/smart/xziptv.php?id=1233
OWN US,http://45.11.92.170/play/smart/xziptv.php?id=1235
GSN,http://45.11.92.170/play/smart/xziptv.php?id=1236
Cooking Channel,http://45.11.92.170/play/smart/xziptv.php?id=1238
FYI,http://45.11.92.170/play/smart/xziptv.php?id=1240
BabyTV,http://45.11.92.170/play/smart/xziptv.php?id=1241
TVB1,http://45.11.92.170/play/smart/xziptv.php?id=1242
TVB DRAMA,http://45.11.92.170/play/smart/xziptv.php?id=1243
TVBJ1,http://45.11.92.170/play/smart/xziptv.php?id=1244
TVBE,http://45.11.92.170/play/smart/xziptv.php?id=1245
NOWTV,http://45.11.92.170/play/smart/xziptv.php?id=1246
MSNBC,http://45.11.92.170/play/smart/xziptv.php?id=1104
The Weather Nation,http://45.11.92.170/play/smart/xziptv.php?id=1105
Bloomberg,http://45.11.92.170/play/smart/xziptv.php?id=1107
Fox Business,http://45.11.92.170/play/smart/xziptv.php?id=1108
HBO Comedy,http://45.11.92.170/play/smart/xziptv.php?id=1109
HBO 1 US,http://45.11.92.170/play/smart/xziptv.php?id=1110
HBO 2 US,http://45.11.92.170/play/smart/xziptv.php?id=1111
HBO Signature,http://45.11.92.170/play/smart/xziptv.php?id=1112
HBO Family,http://45.11.92.170/play/smart/xziptv.php?id=1113
ShowTime 1,http://45.11.92.170/play/smart/xziptv.php?id=1114
ShowTime 2,http://45.11.92.170/play/smart/xziptv.php?id=1115
ShowCase US,http://45.11.92.170/play/smart/xziptv.php?id=1116
Starz Comedy,http://45.11.92.170/play/smart/xziptv.php?id=1118
Starz Edge,http://45.11.92.170/play/smart/xziptv.php?id=1119
Starz Kids Family,http://45.11.92.170/play/smart/xziptv.php?id=1120
Starz Encore,http://45.11.92.170/play/smart/xziptv.php?id=1121
Starz Encore Westerns,http://45.11.92.170/play/smart/xziptv.php?id=1122
UBLIVE-加拿大,#genre#
CP 24 Canada,http://45.11.92.170/play/smart/xziptv.php?id=1247
The Weather Network,http://45.11.92.170/play/smart/xziptv.php?id=1251
CBC,http://45.11.92.170/play/smart/xziptv.php?id=1252
CTV,http://45.11.92.170/play/smart/xziptv.php?id=1253
CHCH,http://45.11.92.170/play/smart/xziptv.php?id=1256
CTV 2,http://45.11.92.170/play/smart/xziptv.php?id=1257
OMNI 1,http://45.11.92.170/play/smart/xziptv.php?id=1258
OMNI 2,http://45.11.92.170/play/smart/xziptv.php?id=1259
TVO,http://45.11.92.170/play/smart/xziptv.php?id=1260
Discovery Canada,http://45.11.92.170/play/smart/xziptv.php?id=1261
TLC Canada,http://45.11.92.170/play/smart/xziptv.php?id=1262
Love Nature,http://45.11.92.170/play/smart/xziptv.php?id=1263
Food Network Canada,http://45.11.92.170/play/smart/xziptv.php?id=1265
Cooking Channel Canada,http://45.11.92.170/play/smart/xziptv.php?id=1266
CTV Comedy,http://45.11.92.170/play/smart/xziptv.php?id=1267
CTV Sci-Fi,http://45.11.92.170/play/smart/xziptv.php?id=1268
Crave 1,http://45.11.92.170/play/smart/xziptv.php?id=1269
Crave 2,http://45.11.92.170/play/smart/xziptv.php?id=1270
Crave 3,http://45.11.92.170/play/smart/xziptv.php?id=1271
TSN 3,http://45.11.92.170/play/smart/xziptv.php?id=1275
TSN 4,http://45.11.92.170/play/smart/xziptv.php?id=1276
TSN 5,http://45.11.92.170/play/smart/xziptv.php?id=1277
SportNet ON,http://45.11.92.170/play/smart/xziptv.php?id=1278
SportNet One,http://45.11.92.170/play/smart/xziptv.php?id=1279
SportNet World,http://45.11.92.170/play/smart/xziptv.php?id=1280
SportNet 360,http://45.11.92.170/play/smart/xziptv.php?id=1281
NBA CA,http://45.11.92.170/play/smart/xziptv.php?id=1282
TreeHouse,http://45.11.92.170/play/smart/xziptv.php?id=1283
Teletoon,http://45.11.92.170/play/smart/xziptv.php?id=1284
YTV,http://45.11.92.170/play/smart/xziptv.php?id=1285
新時代東部,http://45.11.92.170/play/smart/xziptv.php?id=1286
新時代西部,http://45.11.92.170/play/smart/xziptv.php?id=1287
城市電視,http://45.11.92.170/play/smart/xziptv.php?id=1289
新時代2,http://45.11.92.170/play/smart/xziptv.php?id=1288
TSN 2,http://45.11.92.170/play/smart/xziptv.php?id=1274
TSN 1,http://45.11.92.170/play/smart/xziptv.php?id=1273
Global,http://45.11.92.170/play/smart/xziptv.php?id=1254
City,http://45.11.92.170/play/smart/xziptv.php?id=1255
HGTV Canada,http://45.11.92.170/play/smart/xziptv.php?id=1264
Business Network News,http://45.11.92.170/play/smart/xziptv.php?id=1250
CTV News,http://45.11.92.170/play/smart/xziptv.php?id=1249
CBC News,http://45.11.92.170/play/smart/xziptv.php?id=1248
Crave 4,http://45.11.92.170/play/smart/xziptv.php?id=1272
UBLIVE-英國頻道,#genre#
BBC World News,http://45.11.92.170/play/smart/xziptv.php?id=421
BBC one,http://45.11.92.170/play/smart/xziptv.php?id=1382
BBC four cbeebies,http://45.11.92.170/play/smart/xziptv.php?id=1383
BBC three cbbc,http://45.11.92.170/play/smart/xziptv.php?id=1384
