UBLIVE-台灣頻道,#genre#
BBC two,http://45.11.92.170/play/smart/xziptv.php?id=1385
True entertainment,http://45.11.92.170/play/smart/xziptv.php?id=1386
Discovery turbo,http://45.11.92.170/play/smart/xziptv.php?id=1387
Sky greats,http://45.11.92.170/play/smart/xziptv.php?id=1388
Channel 5,http://45.11.92.170/play/smart/xziptv.php?id=1391
BBC red button,http://45.11.92.170/play/smart/xziptv.php?id=1393
Citv,http://45.11.92.170/play/smart/xziptv.php?id=1394
E4,http://45.11.92.170/play/smart/xziptv.php?id=1397
Alibi,http://45.11.92.170/play/smart/xziptv.php?id=1398
CBS action,http://45.11.92.170/play/smart/xziptv.php?id=1399
5 star,http://45.11.92.170/play/smart/xziptv.php?id=1400
Itv 1,http://45.11.92.170/play/smart/xziptv.php?id=1401
Itv 2,http://45.11.92.170/play/smart/xziptv.php?id=1402
Itv 3,http://45.11.92.170/play/smart/xziptv.php?id=1403
Itv 4,http://45.11.92.170/play/smart/xziptv.php?id=1404
4seven,http://45.11.92.170/play/smart/xziptv.php?id=1405
Sky docu,http://45.11.92.170/play/smart/xziptv.php?id=1406
Russia Today,http://45.11.92.170/play/smart/xziptv.php?id=1407
Comedy Central,http://45.11.92.170/play/smart/xziptv.php?id=1408
Rte1,http://45.11.92.170/play/smart/xziptv.php?id=1409
Rte2,http://45.11.92.170/play/smart/xziptv.php?id=1410
Premiersp,http://45.11.92.170/play/smart/xziptv.php?id=1411
Freesports,http://45.11.92.170/play/smart/xziptv.php?id=1412
History,http://45.11.92.170/play/smart/xziptv.php?id=1413
CNBC,http://45.11.92.170/play/smart/xziptv.php?id=1414
Aljazeera,http://45.11.92.170/play/smart/xziptv.php?id=1415
Tv3 virgin,http://45.11.92.170/play/smart/xziptv.php?id=1416
Home,http://45.11.92.170/play/smart/xziptv.php?id=1417
Dave,http://45.11.92.170/play/smart/xziptv.php?id=1418
Film 4,http://45.11.92.170/play/smart/xziptv.php?id=1419
More 4,http://45.11.92.170/play/smart/xziptv.php?id=1420
Food Network,http://45.11.92.170/play/smart/xziptv.php?id=1421
Gold,http://45.11.92.170/play/smart/xziptv.php?id=1422
Syfy,http://45.11.92.170/play/smart/xziptv.php?id=1423
Discovery,http://45.11.92.170/play/smart/xziptv.php?id=1424
Discovery science,http://45.11.92.170/play/smart/xziptv.php?id=1425
Discovery investigation,http://45.11.92.170/play/smart/xziptv.php?id=1426
Tg4,http://45.11.92.170/play/smart/xziptv.php?id=1427
Real live,http://45.11.92.170/play/smart/xziptv.php?id=1428
Cartoonito,http://45.11.92.170/play/smart/xziptv.php?id=1429
Watch,http://45.11.92.170/play/smart/xziptv.php?id=1430
Challenge,http://45.11.92.170/play/smart/xziptv.php?id=1431
Vault,http://45.11.92.170/play/smart/xziptv.php?id=1432
Pick,http://45.11.92.170/play/smart/xziptv.php?id=1433
Nat Geo Wild,http://45.11.92.170/play/smart/xziptv.php?id=1434
Nick jr,http://45.11.92.170/play/smart/xziptv.php?id=1435
Quest,http://45.11.92.170/play/smart/xziptv.php?id=1436
Sky News,http://45.11.92.170/play/smart/xziptv.php?id=1041
Sky News,http://45.11.92.170/play/smart/xziptv.php?id=169
BBC News,http://45.11.92.170/play/smart/xziptv.php?id=164
BBC World News,http://45.11.92.170/play/smart/xziptv.php?id=1308
Sky Sport 2,http://45.11.92.170/play/smart/xziptv.php?id=171
Sky Sports 1,http://45.11.92.170/play/smart/xziptv.php?id=172
Sky Sports F1,http://45.11.92.170/play/smart/xziptv.php?id=182
Sky Sport 3,http://45.11.92.170/play/smart/xziptv.php?id=183
Sky Sport 4,http://45.11.92.170/play/smart/xziptv.php?id=417
Sky Sport 5,http://45.11.92.170/play/smart/xziptv.php?id=418
Nickelodeon UK,http://45.11.92.170/play/smart/xziptv.php?id=1305
UBLIVE-意大利,#genre#
Rai 3,http://45.11.92.170/play/smart/xziptv.php?id=2158
Rete 4,http://45.11.92.170/play/smart/xziptv.php?id=2161
Rai News 24,http://45.11.92.170/play/smart/xziptv.php?id=2162
Mediaset Extra,http://45.11.92.170/play/smart/xziptv.php?id=2163
Italia 2,http://45.11.92.170/play/smart/xziptv.php?id=2166
Canale 5,http://45.11.92.170/play/smart/xziptv.php?id=2168
Rai MOVIE,http://45.11.92.170/play/smart/xziptv.php?id=2169
TOP CALCIO 24,http://45.11.92.170/play/smart/xziptv.php?id=1595
Rai Italia,http://45.11.92.170/play/smart/xziptv.php?id=1596
Sky sport uno,http://45.11.92.170/play/smart/xziptv.php?id=1597
Sky sport serie A,http://45.11.92.170/play/smart/xziptv.php?id=1598
Inter TV,http://45.11.92.170/play/smart/xziptv.php?id=1599
Deejay TV,http://45.11.92.170/play/smart/xziptv.php?id=1601
Style Channel,http://45.11.92.170/play/smart/xziptv.php?id=1602
Rai 1,http://45.11.92.170/play/smart/xziptv.php?id=1610
Rai 2,http://45.11.92.170/play/smart/xziptv.php?id=1611
Rai 3,http://45.11.92.170/play/smart/xziptv.php?id=1612
Rai Sport,http://45.11.92.170/play/smart/xziptv.php?id=1613
Rai Italia,http://45.11.92.170/play/smart/xziptv.php?id=1614
Canale 5,http://45.11.92.170/play/smart/xziptv.php?id=1615
Italia 1,http://45.11.92.170/play/smart/xziptv.php?id=1616
Food Network,http://45.11.92.170/play/smart/xziptv.php?id=1617
HGTV,http://45.11.92.170/play/smart/xziptv.php?id=1618
Sky Atlantic,http://45.11.92.170/play/smart/xziptv.php?id=1619
RAI SPORT+,http://45.11.92.170/play/smart/xziptv.php?id=1794
UBLIVE-新馬頻道,#genre#
CNA 24,http://45.11.92.170/play/smart/xziptv.php?id=15
CERIA,http://45.11.92.170/play/smart/xziptv.php?id=1161
TVN,http://45.11.92.170/play/smart/xziptv.php?id=1170
Arena,http://45.11.92.170/play/smart/xziptv.php?id=1172
CRICKET,http://45.11.92.170/play/smart/xziptv.php?id=1173
Astro Awani,http://45.11.92.170/play/smart/xziptv.php?id=440
天映頻道,http://45.11.92.170/play/smart/xziptv.php?id=441
全佳,http://45.11.92.170/play/smart/xziptv.php?id=427
KIX,http://45.11.92.170/play/smart/xziptv.php?id=430
歡喜,http://45.11.92.170/play/smart/xziptv.php?id=432
Suria,http://45.11.92.170/play/smart/xziptv.php?id=434
雙星,http://45.11.92.170/play/smart/xziptv.php?id=431
AEC,http://45.11.92.170/play/smart/xziptv.php?id=433
華麗,http://45.11.92.170/play/smart/xziptv.php?id=429
TV2,http://45.11.92.170/play/smart/xziptv.php?id=436
TV3,http://45.11.92.170/play/smart/xziptv.php?id=437
TV9,http://45.11.92.170/play/smart/xziptv.php?id=438
NTV7,http://45.11.92.170/play/smart/xziptv.php?id=439
TV8,http://45.11.92.170/play/smart/xziptv.php?id=442
小太陽,http://45.11.92.170/play/smart/xziptv.php?id=443
AOD,http://45.11.92.170/play/smart/xziptv.php?id=428
TV1,http://45.11.92.170/play/smart/xziptv.php?id=435
Astro Sp2,http://45.11.92.170/play/smart/xziptv.php?id=445
Astro Sp3,http://45.11.92.170/play/smart/xziptv.php?id=446
Astro Sp4,http://45.11.92.170/play/smart/xziptv.php?id=447
UBLIVE-馬來新頻,#genre#
ASTRO RIA HD,http://45.11.92.170/play/smart/xziptv.php?id=1844
ASTRO PRIMA HD,http://45.11.92.170/play/smart/xziptv.php?id=1845
ASTRO OASIS HD,http://45.11.92.170/play/smart/xziptv.php?id=1846
ASTRO WARNA HD,http://45.11.92.170/play/smart/xziptv.php?id=1847
ASTRO NAURA,http://45.11.92.170/play/smart/xziptv.php?id=1848
TV ALHIJRAH,http://45.11.92.170/play/smart/xziptv.php?id=1849
GO SHOP RUUMA,http://45.11.92.170/play/smart/xziptv.php?id=1850
GO SHOP GAAYA,http://45.11.92.170/play/smart/xziptv.php?id=1851
SUN MUSIC,http://45.11.92.170/play/smart/xziptv.php?id=1852
CHUTTI TV,http://45.11.92.170/play/smart/xziptv.php?id=1853
ADITHYA,http://45.11.92.170/play/smart/xziptv.php?id=1854
ZEE Tamil HD,http://45.11.92.170/play/smart/xziptv.php?id=1855
VINMEEN HD,http://45.11.92.170/play/smart/xziptv.php?id=1856
STAR VIJAY HD,http://45.11.92.170/play/smart/xziptv.php?id=1857
COLORS TAMIL,http://45.11.92.170/play/smart/xziptv.php?id=1858
SUN TV HD,http://45.11.92.170/play/smart/xziptv.php?id=1859
BOLLYONE HD,http://45.11.92.170/play/smart/xziptv.php?id=1860
iQIYI HD,http://45.11.92.170/play/smart/xziptv.php?id=1861
GO SHOP 2,http://45.11.92.170/play/smart/xziptv.php?id=1862
XIAO TAI YANG HD,http://45.11.92.170/play/smart/xziptv.php?id=1863
AEC HD,http://45.11.92.170/play/smart/xziptv.php?id=1864
SHUANG XING HD,http://45.11.92.170/play/smart/xziptv.php?id=1865
QUAN JIA HD,http://45.11.92.170/play/smart/xziptv.php?id=1866
CELESTIAL HD,http://45.11.92.170/play/smart/xziptv.php?id=1867
TVB JADE,http://45.11.92.170/play/smart/xziptv.php?id=1868
AOD 351 HD,http://45.11.92.170/play/smart/xziptv.php?id=1869
CTI ASIA,http://45.11.92.170/play/smart/xziptv.php?id=1870
TVB E-NEWS,http://45.11.92.170/play/smart/xziptv.php?id=1871
TVB XING HE HD,http://45.11.92.170/play/smart/xziptv.php?id=1872
TVBS ASIA HD,http://45.11.92.170/play/smart/xziptv.php?id=1873
CCM,http://45.11.92.170/play/smart/xziptv.php?id=1874
HUA HEE DAI HD,http://45.11.92.170/play/smart/xziptv.php?id=1875
CCTV4 HD,http://45.11.92.170/play/smart/xziptv.php?id=1876
AOD 352 HD,http://45.11.92.170/play/smart/xziptv.php?id=1877
AOD 353 HD,http://45.11.92.170/play/smart/xziptv.php?id=1878
AOD 354 HD,http://45.11.92.170/play/smart/xziptv.php?id=1879
AOD 355 HD,http://45.11.92.170/play/smart/xziptv.php?id=1880
KBS World HD,http://45.11.92.170/play/smart/xziptv.php?id=1881
ONE HD,http://45.11.92.170/play/smart/xziptv.php?id=1882
Oh!K HD,http://45.11.92.170/play/smart/xziptv.php?id=1883
tvN HD,http://45.11.92.170/play/smart/xziptv.php?id=1884
HITS MOVIES HD,http://45.11.92.170/play/smart/xziptv.php?id=1885
HBO HD,http://45.11.92.170/play/smart/xziptv.php?id=1886
CINEMAX HD,http://45.11.92.170/play/smart/xziptv.php?id=1887
tvN Movies,http://45.11.92.170/play/smart/xziptv.php?id=1888
ASTRO AWANI,http://45.11.92.170/play/smart/xziptv.php?id=1889
BNC,http://45.11.92.170/play/smart/xziptv.php?id=1890
CGTN,http://45.11.92.170/play/smart/xziptv.php?id=1891
CNN HD,http://45.11.92.170/play/smart/xziptv.php?id=1892
BBC News HD,http://45.11.92.170/play/smart/xziptv.php?id=1893
AL JAZEERA HD,http://45.11.92.170/play/smart/xziptv.php?id=1894
SKY NEWS HD,http://45.11.92.170/play/smart/xziptv.php?id=1895
CNA HD,http://45.11.92.170/play/smart/xziptv.php?id=1896
CNBC,http://45.11.92.170/play/smart/xziptv.php?id=1897
BLOOMBERG TV,http://45.11.92.170/play/smart/xziptv.php?id=1898
ABC AUSTRALIA,http://45.11.92.170/play/smart/xziptv.php?id=1899
NGW HD,http://45.11.92.170/play/smart/xziptv.php?id=1900
NAT GEO HD,http://45.11.92.170/play/smart/xziptv.php?id=1901
DISCOVERY HD,http://45.11.92.170/play/smart/xziptv.php?id=1902
DISCOVERY ASIA,http://45.11.92.170/play/smart/xziptv.php?id=1903
DISC SCI HD,http://45.11.92.170/play/smart/xziptv.php?id=1904
HISTORY HD,http://45.11.92.170/play/smart/xziptv.php?id=1905
ANIMAL PLANET HD,http://45.11.92.170/play/smart/xziptv.php?id=1906
TUTOR TV UPSR,http://45.11.92.170/play/smart/xziptv.php?id=1907
TUTOR TV PT3,http://45.11.92.170/play/smart/xziptv.php?id=1908
TUTOR TV SPM,http://45.11.92.170/play/smart/xziptv.php?id=1909
TVIQ,http://45.11.92.170/play/smart/xziptv.php?id=1910
ASTRO CERIA HD,http://45.11.92.170/play/smart/xziptv.php?id=1911
DISNEY XD HD,http://45.11.92.170/play/smart/xziptv.php?id=1912
DISNEY JUNIOR,http://45.11.92.170/play/smart/xziptv.php?id=1913
DISNEY CHANNEL HD,http://45.11.92.170/play/smart/xziptv.php?id=1914
CARTOON NTWK HD,http://45.11.92.170/play/smart/xziptv.php?id=1915
NICKELODEON HD,http://45.11.92.170/play/smart/xziptv.php?id=1916
AXN HD,http://45.11.92.170/play/smart/xziptv.php?id=1918
ASTRO HELLO,http://45.11.92.170/play/smart/xziptv.php?id=1919
KIX HD,http://45.11.92.170/play/smart/xziptv.php?id=1920
HITS HD,http://45.11.92.170/play/smart/xziptv.php?id=1921
TLC HD,http://45.11.92.170/play/smart/xziptv.php?id=1922
FOOD NTWK HD,http://45.11.92.170/play/smart/xziptv.php?id=1923
AFN HD,http://45.11.92.170/play/smart/xziptv.php?id=1924
NATGEO PEOPLE,http://45.11.92.170/play/smart/xziptv.php?id=1925
WARNER TV,http://45.11.92.170/play/smart/xziptv.php?id=1926
C&I HD,http://45.11.92.170/play/smart/xziptv.php?id=1927
HGTV HD,http://45.11.92.170/play/smart/xziptv.php?id=1928
DMAX HD,http://45.11.92.170/play/smart/xziptv.php?id=1929
COMEDY CENTRAL,http://45.11.92.170/play/smart/xziptv.php?id=1930
MTV,http://45.11.92.170/play/smart/xziptv.php?id=1931
ANIMAX,http://45.11.92.170/play/smart/xziptv.php?id=1932
eGG Network,http://45.11.92.170/play/smart/xziptv.php?id=1933
ASTRO ARENA HD,http://45.11.92.170/play/smart/xziptv.php?id=1934
COLORS HD,http://45.11.92.170/play/smart/xziptv.php?id=1935
VAANAVIL,http://45.11.92.170/play/smart/xziptv.php?id=1936
FOX SPORTS HD,http://45.11.92.170/play/smart/xziptv.php?id=1937
FOX SPORTS 2 HD,http://45.11.92.170/play/smart/xziptv.php?id=1938
FOX SPORTS 3 HD,http://45.11.92.170/play/smart/xziptv.php?id=1939
beIN SPORTS,http://45.11.92.170/play/smart/xziptv.php?id=1940
bEIN MAX,http://45.11.92.170/play/smart/xziptv.php?id=1941
EUROSPORT HD,http://45.11.92.170/play/smart/xziptv.php?id=1942
WWE NETWORK,http://45.11.92.170/play/smart/xziptv.php?id=1943
GOLF CHANNEL HD,http://45.11.92.170/play/smart/xziptv.php?id=1944
ASTRO RUGBY PASS TV,http://45.11.92.170/play/smart/xziptv.php?id=1945
ASTRO CRICKET,http://45.11.92.170/play/smart/xziptv.php?id=1946
ANIPLUS HD,http://45.11.92.170/play/smart/xziptv.php?id=1947
KPLUS HD,http://45.11.92.170/play/smart/xziptv.php?id=1948
DW HD,http://45.11.92.170/play/smart/xziptv.php?id=1949
FRANCE24 HD,http://45.11.92.170/play/smart/xziptv.php?id=1950
TV1,http://45.11.92.170/play/smart/xziptv.php?id=1954
TV2,http://45.11.92.170/play/smart/xziptv.php?id=1955
Baby TV,http://45.11.92.170/play/smart/xziptv.php?id=1956
Boomerang HD,http://45.11.92.170/play/smart/xziptv.php?id=1961
Cinema World HD,http://45.11.92.170/play/smart/xziptv.php?id=1962
Colors Cineplex,http://45.11.92.170/play/smart/xziptv.php?id=1963
Dreamworks HD,http://45.11.92.170/play/smart/xziptv.php?id=1964
RTM Sports,http://45.11.92.170/play/smart/xziptv.php?id=1969
Sony SetMAX,http://45.11.92.170/play/smart/xziptv.php?id=1972
Astro Rania HD,http://45.11.92.170/play/smart/xziptv.php?id=1975
Astro Aura HD,http://45.11.92.170/play/smart/xziptv.php?id=1976
DAAI TV,http://45.11.92.170/play/smart/xziptv.php?id=1977
NET TV,http://45.11.92.170/play/smart/xziptv.php?id=1978
ANTV,http://45.11.92.170/play/smart/xziptv.php?id=1979
SCTV,http://45.11.92.170/play/smart/xziptv.php?id=1980
Trans TV,http://45.11.92.170/play/smart/xziptv.php?id=1981
Trans 7,http://45.11.92.170/play/smart/xziptv.php?id=1982
Rajawali TV,http://45.11.92.170/play/smart/xziptv.php?id=1983
NET TV FHD,http://45.11.92.170/play/smart/xziptv.php?id=1984
JTV,http://45.11.92.170/play/smart/xziptv.php?id=1985
Bali TV,http://45.11.92.170/play/smart/xziptv.php?id=1986
Dunia Lain,http://45.11.92.170/play/smart/xziptv.php?id=1987
Trans TV FHD,http://45.11.92.170/play/smart/xziptv.php?id=1988
Trans 7 FHD,http://45.11.92.170/play/smart/xziptv.php?id=1989
SCTV HD,http://45.11.92.170/play/smart/xziptv.php?id=1990
U Channel,http://45.11.92.170/play/smart/xziptv.php?id=1991
Life,http://45.11.92.170/play/smart/xziptv.php?id=1994
Indosiar,http://45.11.92.170/play/smart/xziptv.php?id=1995
Hope Channel,http://45.11.92.170/play/smart/xziptv.php?id=1999
TV ONE,http://45.11.92.170/play/smart/xziptv.php?id=2001
Kompas TV,http://45.11.92.170/play/smart/xziptv.php?id=2002
TVRI,http://45.11.92.170/play/smart/xziptv.php?id=2003
CNN Indonesia,http://45.11.92.170/play/smart/xziptv.php?id=2004
Metro TV,http://45.11.92.170/play/smart/xziptv.php?id=2005
Berita Satu News,http://45.11.92.170/play/smart/xziptv.php?id=2006
CNBC Indonesia,http://45.11.92.170/play/smart/xziptv.php?id=2007
Metro TV HD,http://45.11.92.170/play/smart/xziptv.php?id=2008
Thrill,http://45.11.92.170/play/smart/xziptv.php?id=2010
Celestial Movies,http://45.11.92.170/play/smart/xziptv.php?id=2011
Zee Bioskop,http://45.11.92.170/play/smart/xziptv.php?id=2012
KIX HD,http://45.11.92.170/play/smart/xziptv.php?id=2013
AXN,http://45.11.92.170/play/smart/xziptv.php?id=2014
FOX Life HD,http://45.11.92.170/play/smart/xziptv.php?id=2015
FOX HD,http://45.11.92.170/play/smart/xziptv.php?id=2016
FOX Movies HD,http://45.11.92.170/play/smart/xziptv.php?id=2017
FOX Action Movies HD,http://45.11.92.170/play/smart/xziptv.php?id=2018
HBO HD,http://45.11.92.170/play/smart/xziptv.php?id=2019
HBO Hits HD,http://45.11.92.170/play/smart/xziptv.php?id=2021
HBO Family HD,http://45.11.92.170/play/smart/xziptv.php?id=2022
FOX Crime HD,http://45.11.92.170/play/smart/xziptv.php?id=2023
Star Chinese Movies HD,http://45.11.92.170/play/smart/xziptv.php?id=2025
Blue Ant Extreme HD,http://45.11.92.170/play/smart/xziptv.php?id=2026
LifeTime HD,http://45.11.92.170/play/smart/xziptv.php?id=2027
HBO Signature HD,http://45.11.92.170/play/smart/xziptv.php?id=2028
Bioskop Indonesia,http://45.11.92.170/play/smart/xziptv.php?id=2029
Hits Movie SD,http://45.11.92.170/play/smart/xziptv.php?id=2030
Cinema World,http://45.11.92.170/play/smart/xziptv.php?id=2031
HITS HD,http://45.11.92.170/play/smart/xziptv.php?id=2032
FOX Action Movies FHD,http://45.11.92.170/play/smart/xziptv.php?id=2033
HBO FHD,http://45.11.92.170/play/smart/xziptv.php?id=2034
HBO Signature FHD,http://45.11.92.170/play/smart/xziptv.php?id=2035
Warner TV ID HD,http://45.11.92.170/play/smart/xziptv.php?id=2036
Star Chinese Movies Legend,http://45.11.92.170/play/smart/xziptv.php?id=2037
CCM,http://45.11.92.170/play/smart/xziptv.php?id=2038
Cinemax ID,http://45.11.92.170/play/smart/xziptv.php?id=2039
Red By HBO HD,http://45.11.92.170/play/smart/xziptv.php?id=2040
FMN,http://45.11.92.170/play/smart/xziptv.php?id=2041
HBO Hits FHD,http://45.11.92.170/play/smart/xziptv.php?id=2042
FOX Family Movies ID,http://45.11.92.170/play/smart/xziptv.php?id=2043
HBO SD,http://45.11.92.170/play/smart/xziptv.php?id=2044
HBO Hits SD,http://45.11.92.170/play/smart/xziptv.php?id=2045
HBO Signature SD,http://45.11.92.170/play/smart/xziptv.php?id=2046
HBO Family SD,http://45.11.92.170/play/smart/xziptv.php?id=2047
Cinemax SD,http://45.11.92.170/play/smart/xziptv.php?id=2048
FLIK HD,http://45.11.92.170/play/smart/xziptv.php?id=2049
Galaxy Premium SD,http://45.11.92.170/play/smart/xziptv.php?id=2050
Galaxy SD,http://45.11.92.170/play/smart/xziptv.php?id=2051
ATV,http://45.11.92.170/play/smart/xziptv.php?id=2052
HBO Family FHD,http://45.11.92.170/play/smart/xziptv.php?id=2053
Cinemax FHD,http://45.11.92.170/play/smart/xziptv.php?id=2054
IMC SD,http://45.11.92.170/play/smart/xziptv.php?id=2055
Nat Geo HD,http://45.11.92.170/play/smart/xziptv.php?id=2056
Nat Geo Wild HD,http://45.11.92.170/play/smart/xziptv.php?id=2057
Discovery Channel HD,http://45.11.92.170/play/smart/xziptv.php?id=2058
Crime Investigation,http://45.11.92.170/play/smart/xziptv.php?id=2059
Discovery Shed,http://45.11.92.170/play/smart/xziptv.php?id=2060
Nat Geo People HD,http://45.11.92.170/play/smart/xziptv.php?id=2063
History HD,http://45.11.92.170/play/smart/xziptv.php?id=2064
Discovery Asia,http://45.11.92.170/play/smart/xziptv.php?id=2065
History FHD,http://45.11.92.170/play/smart/xziptv.php?id=2066
Lingua Channel,http://45.11.92.170/play/smart/xziptv.php?id=2067
Smithsonian Channel,http://45.11.92.170/play/smart/xziptv.php?id=2068
Da Vinci Learning,http://45.11.92.170/play/smart/xziptv.php?id=2069
Ruang Terampil,http://45.11.92.170/play/smart/xziptv.php?id=2070
TV Edukasi,http://45.11.92.170/play/smart/xziptv.php?id=2071
Love Nature 4K,http://45.11.92.170/play/smart/xziptv.php?id=2072
Aniplus,http://45.11.92.170/play/smart/xziptv.php?id=2073
Animax,http://45.11.92.170/play/smart/xziptv.php?id=2074
Disney Junior,http://45.11.92.170/play/smart/xziptv.php?id=2076
Baby TV,http://45.11.92.170/play/smart/xziptv.php?id=2077
Boomerang ID,http://45.11.92.170/play/smart/xziptv.php?id=2078
Nick Jr ID,http://45.11.92.170/play/smart/xziptv.php?id=2080
Cartoon Network ID HD,http://45.11.92.170/play/smart/xziptv.php?id=2081
Dunia Anak,http://45.11.92.170/play/smart/xziptv.php?id=2082
Nickelodeon ID,http://45.11.92.170/play/smart/xziptv.php?id=2083
Toonmax,http://45.11.92.170/play/smart/xziptv.php?id=2084
Baby First,http://45.11.92.170/play/smart/xziptv.php?id=2085
My Kidz,http://45.11.92.170/play/smart/xziptv.php?id=2086
Duck TV,http://45.11.92.170/play/smart/xziptv.php?id=2087
Disney Channel ID,http://45.11.92.170/play/smart/xziptv.php?id=2088
Zoo Moo HD,http://45.11.92.170/play/smart/xziptv.php?id=2089
Horee,http://45.11.92.170/play/smart/xziptv.php?id=2090
Dream Works HD,http://45.11.92.170/play/smart/xziptv.php?id=2091
XingXong,http://45.11.92.170/play/smart/xziptv.php?id=2092
CBeebies,http://45.11.92.170/play/smart/xziptv.php?id=2093
Fox Sports 1 HD,http://45.11.92.170/play/smart/xziptv.php?id=2094
Fox Sports 3 HD,http://45.11.92.170/play/smart/xziptv.php?id=2095
Fox Sports 2 HD,http://45.11.92.170/play/smart/xziptv.php?id=2096
BeIN Sport 1 ID,http://45.11.92.170/play/smart/xziptv.php?id=2097
BeIN Sport 2 ID,http://45.11.92.170/play/smart/xziptv.php?id=2098
Badminton 1,http://45.11.92.170/play/smart/xziptv.php?id=2102
Badminton 2,http://45.11.92.170/play/smart/xziptv.php?id=2103
Fashion TV,http://45.11.92.170/play/smart/xziptv.php?id=2104
TLC HD,http://45.11.92.170/play/smart/xziptv.php?id=2105
HGTV,http://45.11.92.170/play/smart/xziptv.php?id=2106
Waku Waku Japan HD,http://45.11.92.170/play/smart/xziptv.php?id=2107
AFN HD,http://45.11.92.170/play/smart/xziptv.php?id=2108
Citra Drama,http://45.11.92.170/play/smart/xziptv.php?id=2109
Every Good Game,http://45.11.92.170/play/smart/xziptv.php?id=2110
Blue Ant Entertainment HD,http://45.11.92.170/play/smart/xziptv.php?id=2111
Insert,http://45.11.92.170/play/smart/xziptv.php?id=2112
Eat & Go,http://45.11.92.170/play/smart/xziptv.php?id=2113
.idku,http://45.11.92.170/play/smart/xziptv.php?id=2114
BBC Lifestyle HD,http://45.11.92.170/play/smart/xziptv.php?id=2115
K Plus,http://45.11.92.170/play/smart/xziptv.php?id=2116
Sony ONE,http://45.11.92.170/play/smart/xziptv.php?id=2117
TVN ID,http://45.11.92.170/play/smart/xziptv.php?id=2118
S GEM HD,http://45.11.92.170/play/smart/xziptv.php?id=2119
tVN Movies HD,http://45.11.92.170/play/smart/xziptv.php?id=2120
KBS World HD,http://45.11.92.170/play/smart/xziptv.php?id=2121
K Drama,http://45.11.92.170/play/smart/xziptv.php?id=2122
Channel V HD,http://45.11.92.170/play/smart/xziptv.php?id=2123
Prambors TV,http://45.11.92.170/play/smart/xziptv.php?id=2124
ONE African TV,http://45.11.92.170/play/smart/xziptv.php?id=2125
Citra Dangdut,http://45.11.92.170/play/smart/xziptv.php?id=2126
MTV LIVE HD,http://45.11.92.170/play/smart/xziptv.php?id=2127
i konser,http://45.11.92.170/play/smart/xziptv.php?id=2128
Makkah TV,http://45.11.92.170/play/smart/xziptv.php?id=2129
Rodja TV,http://45.11.92.170/play/smart/xziptv.php?id=2130
Madina TV,http://45.11.92.170/play/smart/xziptv.php?id=2131
TV Mu,http://45.11.92.170/play/smart/xziptv.php?id=2132
Ahsan TV,http://45.11.92.170/play/smart/xziptv.php?id=2133
Reformed 21,http://45.11.92.170/play/smart/xziptv.php?id=2134
Bloomberg TV Asia,http://45.11.92.170/play/smart/xziptv.php?id=2135
DW TV Asia,http://45.11.92.170/play/smart/xziptv.php?id=2136
France 24,http://45.11.92.170/play/smart/xziptv.php?id=2137
BBC World News HD,http://45.11.92.170/play/smart/xziptv.php?id=2138
Channel News Asia,http://45.11.92.170/play/smart/xziptv.php?id=2139
CNN Int,http://45.11.92.170/play/smart/xziptv.php?id=2140
CGTN News,http://45.11.92.170/play/smart/xziptv.php?id=2141
Russia Today,http://45.11.92.170/play/smart/xziptv.php?id=2142
Aljazeera EN,http://45.11.92.170/play/smart/xziptv.php?id=2143
NHK World Japan,http://45.11.92.170/play/smart/xziptv.php?id=2144
TV 5 Monde Asie,http://45.11.92.170/play/smart/xziptv.php?id=2145
Golf Channel FHD,http://45.11.92.170/play/smart/xziptv.php?id=2146
Fight Sports,http://45.11.92.170/play/smart/xziptv.php?id=2147
UFC FHD,http://45.11.92.170/play/smart/xziptv.php?id=2148
NBA TV HD,http://45.11.92.170/play/smart/xziptv.php?id=2149
UBLIVE-新馬測試,#genre#
BOO,http://45.11.92.170/play/smart/xziptv.php?id=1437
CCM,http://45.11.92.170/play/smart/xziptv.php?id=1438
CELESTIAL,http://45.11.92.170/play/smart/xziptv.php?id=1439
Citra,http://45.11.92.170/play/smart/xziptv.php?id=1440
Fox_Action_Movies,http://45.11.92.170/play/smart/xziptv.php?id=1441
Fox_Family_Movies,http://45.11.92.170/play/smart/xziptv.php?id=1442
Fox_Movies,http://45.11.92.170/play/smart/xziptv.php?id=1443
Hua Hee Dai,http://45.11.92.170/play/smart/xziptv.php?id=1444
iQIYI,http://45.11.92.170/play/smart/xziptv.php?id=1445
KIX,http://45.11.92.170/play/smart/xziptv.php?id=1446
PRIMA,http://45.11.92.170/play/smart/xziptv.php?id=1448
Quan Jia,http://45.11.92.170/play/smart/xziptv.php?id=1449
SCM,http://45.11.92.170/play/smart/xziptv.php?id=1450
sony_one,http://45.11.92.170/play/smart/xziptv.php?id=1451
TV8,http://45.11.92.170/play/smart/xziptv.php?id=1455
Channel8,http://45.11.92.170/play/smart/xziptv.php?id=142
Channel5,http://45.11.92.170/play/smart/xziptv.php?id=141
AOD351,http://45.11.92.170/play/smart/xziptv.php?id=1050
AOD352,http://45.11.92.170/play/smart/xziptv.php?id=450
AOD353,http://45.11.92.170/play/smart/xziptv.php?id=1067
AOD354,http://45.11.92.170/play/smart/xziptv.php?id=1068
